,Source,Destination,num_packets,avg_packet_length,max_packet_length,min_packet_length,time_gaps,max_time_gaps,min_time_gaps,cluster
0,0,33,13,60.0,60,60,13.475,41.597,0.615,0
1,0,46,6,342.0,342,342,10.158,13.957,5.08,0
2,1,1,205,144.341,290,102,0.966,8.932,0.0,0
3,1,2,172,124.233,158,106,1.145,4.155,0.0,0
4,1,3,348,133.793,270,98,0.583,4.208,0.0,0
5,1,6,221,145.584,274,102,0.912,7.555,0.0,0
6,1,7,11551,216.462,983,60,0.018,0.192,0.0,0
7,1,8,69,83.333,96,74,2.888,10.855,0.0,0
8,1,11,18,81.944,83,76,8.751,30.516,0.44,0
9,1,15,74,132.432,162,102,2.742,5.594,0.1,0
10,1,16,66,130.97,162,102,3.076,5.71,0.01,0
11,1,17,27,64.667,66,62,3.427,19.032,0.086,0
12,1,18,242,137.835,270,98,0.83,6.046,0.0,0
13,1,19,118,125.864,158,110,1.651,6.911,0.0,0
14,1,20,243,138.658,274,114,0.814,6.388,0.0,0
15,1,21,214,144.355,274,102,0.944,7.183,0.0,0
16,1,22,4097,134.824,286,118,0.049,3.601,0.0,0
17,1,23,2,60.0,60,60,0.295,0.295,0.295,0
18,1,27,123,129.122,162,102,1.642,6.229,0.0,0
19,1,28,313,143.981,294,98,0.625,6.703,0.0,0
20,1,29,575,145.13,290,130,0.353,1.297,0.0,0
21,1,30,231,140.355,274,102,0.873,6.316,0.0,0
22,1,31,374,133.016,270,102,0.52,5.915,0.0,0
23,1,32,242,144.38,294,102,0.835,5.614,0.0,0
24,1,47,2582,179.507,195,106,0.078,0.94,0.0,0
25,1,48,10,64.4,66,62,5.679,17.932,1.099,0
26,1,51,202,149.089,274,114,0.97,7.785,0.0,0
27,1,52,19,158.526,571,60,10.015,141.036,0.001,2
28,1,53,233,139.991,274,102,0.851,7.837,0.0,0
29,1,54,62306,161.367,482,118,0.003,0.109,0.0,0
30,1,66,22,91.182,304,60,2.714,42.704,0.0,0
31,1,67,182,124.066,158,98,1.112,5.438,0.0,0
32,1,68,277,176.625,1454,60,0.725,2.506,0.0,0
33,1,69,281,125.772,162,106,0.716,6.065,0.0,0
34,1,70,652,132.245,162,118,0.31,4.381,0.0,0
35,1,71,217,141.576,274,102,0.925,8.989,0.0,0
36,1,72,78,132.051,162,114,2.603,9.428,0.017,0
37,1,73,44,94.545,98,60,4.671,9.17,1.016,0
38,1,74,120,127.333,162,118,1.641,4.716,0.0,0
39,1,75,146,133.397,178,102,1.382,7.798,0.0,0
40,1,76,239,136.628,270,98,0.811,7.018,0.0,0
41,1,77,227,142.758,274,114,0.875,7.373,0.0,0
42,1,78,221,157.421,306,118,0.875,8.059,0.0,0
43,1,79,4187,134.801,274,102,0.048,4.485,0.0,0
44,1,80,225,143.511,274,114,0.886,8.106,0.0,0
45,1,81,203,143.655,274,118,0.976,5.749,0.0,0
46,1,82,44,110.273,118,102,4.411,9.996,0.065,0
47,1,83,26906,171.374,658,118,0.008,0.095,0.0,0
48,1,84,38003,201.251,1102,106,0.005,0.205,0.0,0
49,2,0,212,148.698,354,102,0.934,8.889,0.0,0
50,3,0,185,152.551,366,118,1.067,4.89,0.0,0
51,4,0,385,155.101,446,98,0.526,3.617,0.0,0
52,5,13,1,60.0,60,60,-1.0,-1.0,-1.0,0
53,6,13,1,60.0,60,60,-1.0,-1.0,-1.0,0
54,7,13,3,60.0,60,60,2.759,3.79,1.727,0
55,8,13,23,340.261,1514,60,7.617,45.063,0.0,0
56,9,0,227,153.048,354,102,0.887,6.106,0.0,0
57,10,43,9,60.0,60,60,24.943,43.901,9.94,2
58,11,0,18142,177.724,635,60,0.011,0.226,0.0,0
59,12,34,3,60.0,60,60,17.754,23.998,11.509,0
60,12,35,4,60.0,60,60,48.831,126.507,3.995,2
61,13,35,5,60.0,60,60,30.625,54.499,11.498,2
62,14,35,5,60.0,60,60,32.125,47.004,19.493,2
63,15,14,12,92.0,92,92,12.97,62.213,0.759,0
64,15,35,12,64.0,66,60,15.955,63.633,0.107,2
65,16,34,3,60.0,60,60,18.253,21.001,15.504,0
66,16,35,4,60.0,60,60,50.998,124.505,10.491,2
67,16,43,3,60.0,60,60,59.253,67.501,51.005,2
68,17,0,69,182.348,354,102,2.888,10.847,0.0,0
69,17,13,126,173.563,273,60,1.559,20.014,0.0,0
70,17,35,5,60.0,60,60,29.128,46.498,16.993,2
71,18,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
72,18,35,3,60.0,60,60,60.253,89.003,31.502,2
73,18,42,8,60.0,60,60,22.5,45.008,6.489,2
74,18,43,2,60.0,60,60,60.998,60.998,60.998,2
75,19,34,2,60.0,60,60,32.006,32.006,32.006,2
76,19,35,3,60.0,60,60,73.252,125.502,21.002,2
77,19,43,4,60.0,60,60,47.668,115.999,2.496,2
78,20,34,2,60.0,60,60,37.506,37.506,37.506,2
79,20,35,5,60.0,60,60,36.5,124.988,1.501,2
80,20,43,2,60.0,60,60,119.029,119.029,119.029,2
81,21,35,4,60.0,60,60,42.167,45.502,40.5,2
82,22,9,1,66.0,66,66,-1.0,-1.0,-1.0,0
83,22,34,2,60.0,60,60,28.609,28.609,28.609,2
84,23,34,2,60.0,60,60,42.004,42.004,42.004,2
85,23,35,3,60.0,60,60,73.497,129.988,17.006,2
86,23,43,3,60.0,60,60,39.253,48.503,30.002,2
87,24,35,3,60.0,60,60,62.503,95.504,29.503,2
88,25,34,56,237.429,339,60,3.378,34.191,0.0,0
89,26,34,2,60.0,60,60,43.556,43.556,43.556,2
90,26,37,5,60.0,60,60,21.887,54.335,5.407,2
91,27,34,2,60.0,60,60,29.446,29.446,29.446,2
92,27,37,5,60.0,60,60,22.149,47.932,8.568,2
93,28,35,6,60.0,60,60,40.001,70.501,14.505,2
94,29,34,39,155.077,163,60,5.142,19.981,0.544,0
95,30,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
96,31,35,5,60.0,60,60,50.0,69.5,36.5,2
97,32,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
98,32,35,5,60.0,60,60,32.998,48.488,14.507,2
99,33,44,7,60.0,60,60,24.531,40.529,10.279,2
100,34,44,3,60.0,60,60,42.113,60.776,23.451,2
101,35,34,2,60.0,60,60,42.549,42.549,42.549,2
102,36,14,92,232.0,232,232,2.205,9.764,0.0,0
103,36,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
104,37,14,89,230.427,232,92,2.292,10.239,0.0,0
105,37,34,2,60.0,60,60,36.478,36.478,36.478,2
106,37,37,4,60.0,60,60,30.445,53.075,12.636,2
107,38,14,2,185.5,279,92,61.082,61.082,61.082,2
108,38,34,2,60.0,60,60,33.255,33.255,33.255,2
109,38,37,5,60.0,60,60,22.422,48.612,4.475,2
110,39,34,11,237.273,255,60,18.022,20.217,6.595,0
111,40,34,2,60.0,60,60,29.952,29.952,29.952,2
112,41,35,3,60.0,60,60,61.254,92.506,30.002,2
113,42,34,74,153.608,223,100,2.528,29.802,0.0,0
114,43,36,5,60.0,60,60,36.274,58.358,9.54,2
115,43,39,1,130.0,130,130,-1.0,-1.0,-1.0,0
116,43,40,20,126.0,126,126,10.004,10.038,9.975,0
117,43,41,7,60.0,60,60,26.907,106.449,4.744,2
118,44,9,9,906.222,1514,66,0.002,0.019,0.0,0
119,45,34,64,165.656,223,60,2.928,35.301,0.0,0
120,46,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
121,46,35,5,60.0,60,60,31.252,47.005,15.005,2
122,46,43,1,60.0,60,60,-1.0,-1.0,-1.0,0
123,47,13,44,60.0,60,60,4.453,19.543,0.073,0
124,48,35,4,60.0,60,60,41.497,51.99,36.011,2
125,49,14,5,82.0,82,82,38.681,39.037,38.441,2
126,49,35,4,60.0,60,60,40.834,47.001,34.502,2
127,49,46,5,82.0,82,82,38.681,39.036,38.443,2
128,50,35,4,60.0,60,60,47.667,121.504,4.495,2
129,50,45,9,60.0,60,60,20.75,38.498,9.505,2
130,51,35,3,60.0,60,60,62.252,86.499,38.005,2
131,52,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
132,52,35,4,60.0,60,60,43.001,45.501,39.002,2
133,52,43,3,60.0,60,60,33.751,62.502,5.0,2
134,53,14,39,92.0,92,92,4.968,20.796,0.716,0
135,53,35,30,68.667,70,60,6.472,21.872,0.346,0
136,54,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
137,54,35,6,60.0,60,60,25.4,47.999,2.003,2
138,54,43,2,60.0,60,60,66.504,66.504,66.504,2
139,55,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
140,55,35,5,60.0,60,60,31.247,44.49,15.999,2
141,55,43,1,60.0,60,60,-1.0,-1.0,-1.0,0
142,56,35,6,68.667,86,60,30.331,123.997,0.413,2
143,57,14,6,92.0,92,92,0.312,0.796,0.0,0
144,57,35,4,66.0,66,66,0.14,0.42,0.0,0
145,58,34,3,60.0,60,60,13.999,17.002,10.996,0
146,58,35,3,60.0,60,60,72.499,127.506,17.492,2
147,58,43,3,60.0,60,60,39.504,53.009,26.0,2
148,59,14,5,82.0,82,82,40.117,40.525,39.704,2
149,59,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
150,59,35,5,60.0,60,60,31.5,48.504,17.011,2
151,59,43,2,60.0,60,60,62.5,62.5,62.5,2
152,59,46,5,82.0,82,82,40.119,40.513,39.71,2
153,60,43,2,60.0,60,60,124.998,124.998,124.998,2
154,61,34,65,163.338,224,60,2.886,35.419,0.0,0
155,62,34,95,155.968,224,60,2.06,16.371,0.0,0
156,63,34,3,60.0,60,60,17.753,18.998,16.507,0
157,63,35,5,60.0,60,60,39.123,128.497,3.007,2
158,63,43,2,60.0,60,60,29.987,29.987,29.987,2
159,64,0,18,190.667,194,158,8.751,30.503,0.433,0
160,64,35,5,60.0,60,60,30.624,51.001,14.505,2
161,65,43,19,209.737,216,179,9.144,39.55,0.999,0
162,66,13,478,243.322,710,60,0.401,15.016,0.0,0
163,66,35,3,60.0,60,60,77.746,133.493,22.0,2
164,67,43,32,338.75,366,308,4.398,39.4,0.0,0
165,68,4,1,54.0,54,54,-1.0,-1.0,-1.0,0
166,68,5,21,209.857,989,54,8.378,45.057,0.0,0
167,68,8,130,125.438,146,54,1.51,20.016,0.0,0
168,68,10,44,66.0,66,66,4.453,19.542,0.08,0
169,68,12,535,261.731,1514,54,0.358,14.972,0.0,0
170,68,14,2,255.0,255,255,60.007,60.007,60.007,2
171,68,24,10,433.6,1494,54,0.076,0.206,0.0,0
172,68,25,14,381.357,843,54,7.976,45.093,0.0,0
173,68,26,4,55.0,55,55,23.145,24.334,20.769,2
174,68,43,8,216.0,216,216,17.575,116.966,1.003,2
175,68,49,11,201.545,1210,54,0.026,0.078,0.0,0
176,68,50,11,280.818,1326,54,0.02,0.041,0.0,0
177,68,52,9,161.333,571,54,0.04,0.072,0.002,0
178,68,55,4,54.5,55,54,25.739,45.048,0.02,2
179,68,56,8,186.0,230,54,28.662,40.096,0.137,0
180,68,57,26,110.462,774,54,6.564,118.876,0.0,2
181,68,58,2,55.0,55,55,45.049,45.049,45.049,2
182,68,59,2,55.0,55,55,45.044,45.044,45.044,2
183,68,60,13,207.692,315,54,16.108,40.009,0.082,0
184,68,61,2,55.0,55,55,45.04,45.04,45.04,2
185,68,62,13,302.692,1494,54,0.013,0.047,0.0,0
186,68,63,10,194.0,768,54,0.019,0.032,0.0,0
187,68,64,61,1065.0,1514,54,0.014,0.362,0.0,0
188,68,65,2,55.0,55,55,45.046,45.046,45.046,2
189,69,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
190,70,35,1,60.0,60,60,-1.0,-1.0,-1.0,0
191,70,43,9,198.667,216,60,15.378,109.817,1.001,2
192,71,43,8,215.0,215,215,17.576,116.978,1.004,2
193,72,34,2,60.0,60,60,38.993,38.993,38.993,2
194,72,35,3,60.0,60,60,77.75,132.497,23.004,2
195,72,43,3,60.0,60,60,39.747,56.996,22.497,2
196,73,34,3,60.0,60,60,17.254,21.008,13.5,0
197,73,35,4,60.0,60,60,50.003,124.0,8.503,2
198,73,43,5,60.0,60,60,35.123,64.99,4.507,2
199,74,46,4,276.0,276,276,60.082,60.117,60.063,2
200,75,46,3,277.0,277,277,60.024,60.024,60.023,2
201,76,46,3,276.0,276,276,60.02,60.021,60.019,2
202,77,46,3,277.0,277,277,60.024,60.025,60.023,2
203,78,46,3,277.0,277,277,60.022,60.026,60.018,2
204,79,46,3,276.0,276,276,60.026,60.028,60.024,2
205,80,35,3,60.0,60,60,73.509,123.508,23.509,2
206,81,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
207,82,14,12,92.0,92,92,10.506,61.954,0.751,0
208,82,35,21,64.571,66,60,7.418,44.497,0.0,0
209,83,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
210,84,34,69,170.014,226,60,2.711,35.587,0.0,0
211,85,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
212,85,37,4,60.0,60,60,27.943,67.987,7.626,2
213,86,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
214,86,37,3,60.0,60,60,42.042,73.019,11.064,2
215,87,34,48,247.917,330,60,3.485,35.579,0.0,0
216,88,36,6,60.0,60,60,35.604,89.713,1.219,2
217,88,39,1,130.0,130,130,-1.0,-1.0,-1.0,0
218,88,40,20,126.0,126,126,10.527,11.002,10.0,0
219,88,41,3,60.0,60,60,24.187,35.84,12.535,2
220,89,37,1,60.0,60,60,-1.0,-1.0,-1.0,0
221,90,34,65,165.862,222,60,2.878,29.162,0.0,0
222,91,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
223,92,34,10,159.0,159,159,20.024,20.217,19.88,0
224,93,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
225,94,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
226,94,37,3,60.0,60,60,42.683,65.256,20.109,2
227,95,37,2,60.0,60,60,17.285,17.285,17.285,0
228,96,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
229,97,34,2,60.0,60,60,115.758,115.758,115.758,2
230,98,35,3,60.0,60,60,63.505,87.013,39.996,2
231,99,35,5,60.0,60,60,32.124,48.002,10.499,2
232,100,34,1,60.0,60,60,-1.0,-1.0,-1.0,0
233,100,35,1,60.0,60,60,-1.0,-1.0,-1.0,0
234,101,38,9,60.0,60,60,20.386,40.614,5.928,0
235,102,0,92,128.087,162,102,2.202,5.453,0.069,0
236,103,0,63,132.667,162,118,3.226,5.71,0.009,0
237,104,0,27,60.0,60,60,3.427,19.034,0.085,0
238,105,0,234,147.641,350,118,0.858,6.037,0.002,0
239,106,0,172,150.674,366,98,1.17,4.91,0.0,0
240,107,0,223,149.874,354,118,0.888,6.438,0.003,0
241,108,0,205,155.132,354,122,0.986,9.068,0.0,0
242,109,0,4200,133.492,354,118,0.048,3.643,0.0,0
243,110,0,2,72.5,85,60,0.355,0.355,0.355,0
244,111,13,1,60.0,60,60,-1.0,-1.0,-1.0,0
245,112,13,8,670.125,1514,60,0.069,0.162,0.0,0
246,113,13,13,159.077,480,60,11.665,36.287,0.0,0
247,114,13,6,64.0,66,60,20.721,24.332,10.409,0
248,115,0,120,129.867,162,102,1.68,5.938,0.0,0
249,116,13,1,60.0,60,60,-1.0,-1.0,-1.0,0
250,117,13,1,60.0,60,60,-1.0,-1.0,-1.0,0
251,118,0,328,139.683,358,98,0.598,6.886,0.0,0
252,119,0,632,157.544,370,130,0.321,1.297,0.0,0
253,120,0,214,150.056,354,102,0.943,6.245,0.0,0
254,121,0,396,149.727,370,98,0.497,5.229,0.0,0
255,122,0,196,142.204,322,102,1.032,6.205,0.0,0
256,123,0,2405,217.494,223,106,0.084,0.812,0.0,0
257,124,13,10,627.9,1514,60,0.026,0.083,0.0,0
258,125,13,11,408.0,1514,60,0.017,0.069,0.0,0
259,126,0,238,151.059,354,102,0.823,6.779,0.0,0
260,127,0,18,494.889,1454,60,10.604,141.084,0.0,0
261,127,13,8,549.25,1514,60,0.035,0.085,0.0,0
262,128,0,230,147.861,354,102,0.869,7.128,0.002,0
263,129,0,49398,200.94,1126,118,0.004,0.204,0.0,0
264,130,13,5,70.4,100,60,19.299,45.048,0.008,0
265,131,13,12,224.0,391,60,18.248,39.971,0.09,0
266,132,13,39,1123.538,1514,60,4.318,81.747,0.0,0
267,133,13,3,64.0,66,60,40.377,45.05,35.704,2
268,134,13,3,64.0,66,60,40.618,45.047,36.19,2
269,135,13,17,522.0,1178,60,12.087,40.057,0.088,0
270,136,13,3,64.0,66,60,38.687,45.039,32.335,2
271,137,13,12,616.75,1514,60,0.011,0.048,0.0,0
272,138,13,10,440.9,1514,60,0.016,0.049,0.0,0
273,139,13,36,272.667,1514,60,0.023,0.389,0.0,0
274,140,13,1,60.0,60,60,-1.0,-1.0,-1.0,0
275,141,13,3,64.0,66,60,41.402,45.046,37.758,2
276,142,0,27,699.333,1454,60,2.192,42.709,0.0,0
277,143,0,189,153.979,366,118,1.068,5.711,0.0,0
278,144,0,405,147.884,1454,66,0.496,2.501,0.0,0
279,145,0,295,147.302,446,98,0.68,4.53,0.0,0
280,146,0,546,125.868,162,118,0.37,4.493,0.0,0
281,147,0,224,148.857,354,102,0.896,9.704,0.0,0
282,148,0,116,131.483,162,102,1.743,6.037,0.017,0
283,149,0,140,146.0,258,118,1.406,4.637,0.0,0
284,150,0,152,130.316,162,102,1.312,7.548,0.0,0
285,151,0,218,148.312,350,118,0.889,7.018,0.004,0
286,152,0,233,149.742,354,102,0.852,6.728,0.0,0
287,153,0,229,160.777,370,118,0.876,7.034,0.0,0
288,154,0,4291,133.482,358,118,0.047,4.514,0.0,0
289,155,0,255,148.698,354,102,0.792,6.201,0.001,0
290,156,0,223,148.457,354,102,0.888,5.669,0.0,0
291,157,0,48,106.333,118,102,4.255,7.299,0.029,0
292,158,0,21056,186.029,1014,118,0.01,0.12,0.0,0
293,159,0,47730,153.923,464,106,0.004,0.22,0.0,0
294,160,88,7,299.0,299,299,29.999,30.0,29.998,1
295,160,89,101,64.0,64,64,2.0,2.035,1.964,1
296,160,91,101,60.0,60,60,2.0,2.035,1.964,1
297,161,88,7,290.0,290,290,29.999,30.0,29.999,1
298,161,89,101,64.0,64,64,2.0,2.035,1.964,1
299,162,93,7,42.0,42,42,28.136,42.22,0.732,1
300,162,94,6,42.0,42,42,35.1,61.495,6.712,1
301,163,86,5,60.0,60,60,30.25,118.465,0.543,1
302,164,86,10,60.0,60,60,2.554,12.385,0.59,1
303,165,85,50,60.0,60,60,4.085,8.009,1.98,1
304,166,85,50,60.0,60,60,3.962,8.009,1.999,1
305,167,86,3,60.0,60,60,56.458,107.985,4.932,2
306,168,86,13,60.0,60,60,15.68,90.177,0.998,1
307,169,86,4,60.0,60,60,24.624,54.53,0.105,1
308,170,85,50,60.0,60,60,3.963,8.009,2.0,1
309,171,85,51,60.0,60,60,3.924,8.01,1.999,1
310,172,85,50,60.0,60,60,3.961,8.012,1.992,1
311,173,85,51,60.0,60,60,3.923,8.009,1.999,1
312,174,85,50,60.0,60,60,4.084,8.007,1.999,1
313,175,85,51,60.0,60,60,4.043,8.009,1.998,1
314,176,92,3,60.0,60,60,62.313,118.785,5.84,2
315,177,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
316,178,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
317,179,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
318,180,86,3,60.0,60,60,0.804,0.973,0.635,1
319,181,86,5,60.0,60,60,34.014,57.936,11.554,1
320,182,86,2,60.0,60,60,6.484,6.484,6.484,1
321,182,90,2,60.0,60,60,118.785,118.785,118.785,2
322,183,86,31,60.0,60,60,4.596,47.023,0.009,1
323,184,86,10,60.0,60,60,22.477,61.761,0.0,1
324,185,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
325,186,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
326,187,86,7,60.0,60,60,11.747,65.479,0.999,1
327,188,86,6,60.0,60,60,1.0,1.002,0.999,1
328,189,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
329,190,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
330,191,86,25,60.0,60,60,2.375,12.488,0.511,1
331,192,86,21,60.0,60,60,2.385,12.37,0.609,1
332,193,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
333,194,86,18,60.0,60,60,7.708,57.998,1.001,1
334,195,86,5,60.0,60,60,36.127,73.506,4.152,1
335,196,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
336,197,86,3,60.0,60,60,58.76,64.035,53.486,2
337,198,86,53,60.0,60,60,3.812,27.58,0.11,1
338,199,86,471,60.0,60,60,0.43,1.029,0.0,1
339,199,87,7,60.0,60,60,28.136,42.22,0.732,1
340,200,86,18,60.0,60,60,7.708,57.997,0.99,1
341,201,86,13,60.0,60,60,2.292,12.149,0.844,1
342,202,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
343,203,86,24,60.0,60,60,8.223,120.692,0.874,1
344,204,86,5,60.0,60,60,40.711,95.246,0.001,1
345,205,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
346,206,86,33,60.0,60,60,6.314,44.612,0.001,1
347,207,86,37,60.0,60,60,3.578,52.618,0.792,1
348,208,86,21,60.0,60,60,2.385,12.355,0.641,1
349,209,86,2,60.0,60,60,0.003,0.003,0.003,1
350,210,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
351,211,86,7,60.0,60,60,1.749,4.262,0.734,1
352,212,86,3,60.0,60,60,66.71,83.011,50.409,2
353,213,86,111,60.0,60,60,1.295,43.978,0.002,1
354,214,86,16,60.0,60,60,3.499,31.323,0.657,1
355,215,86,83,60.0,60,60,2.371,14.26,0.0,1
356,215,87,6,60.0,60,60,35.1,61.496,6.712,1
357,216,86,64,60.0,60,60,3.191,34.383,0.017,1
358,217,86,1,60.0,60,60,-1.0,-1.0,-1.0,1
359,218,86,2,60.0,60,60,90.875,90.875,90.875,2
360,219,86,7,60.0,60,60,1.75,4.401,0.601,1
361,220,86,54,60.0,60,60,2.378,12.481,0.18,1
362,221,86,40,60.0,60,60,5.165,23.965,0.125,1
363,222,86,5,60.0,60,60,42.276,65.69,10.654,1
364,223,86,22,60.0,60,60,2.476,12.181,0.803,1
365,224,86,2,60.0,60,60,28.877,28.877,28.877,1
366,225,86,29,60.0,60,60,6.108,53.083,0.593,1
367,226,95,6,169.0,169,169,3.205,8.003,1.004,1
368,227,95,8,169.0,169,169,9.147,32.012,0.998,1
369,227,96,2,106.0,106,106,0.413,0.413,0.413,1
370,228,96,8,86.0,86,86,20.18,63.633,0.107,1
371,229,95,8,171.0,171,171,9.145,32.0,0.997,1
372,230,95,8,169.0,169,169,9.149,32.001,0.996,1
373,231,95,7,171.0,171,171,10.509,32.009,1.006,1
374,231,96,16,86.0,86,86,7.629,63.088,0.0,1
375,232,97,10,218.0,218,218,20.024,20.217,19.879,1
376,233,95,2,129.0,129,129,124.936,124.936,124.936,2
377,234,95,8,171.0,171,171,9.148,32.007,0.996,1
378,235,96,26,90.0,90,90,7.507,21.876,0.38,1
379,236,95,1,173.0,173,173,-1.0,-1.0,-1.0,1
380,237,95,2,129.0,129,129,127.652,127.652,127.652,2
381,238,97,10,179.0,179,179,20.024,20.217,19.879,1
382,239,95,1,170.0,170,170,-1.0,-1.0,-1.0,1
